iter	MultiClass
337	-0.002107954551
338	-0.002102565299
339	-0.002092447697
340	-0.002085146214
341	-0.002077441827
342	-0.002073229722
343	-0.002066503893
344	-0.002060340335
345	-0.002054170022
346	-0.002048572286
347	-0.002041071626
348	-0.002035973791
349	-0.002033567555
350	-0.002028308817
351	-0.00202445837
352	-0.002018145034
353	-0.002015105027
354	-0.001987012804
355	-0.001981506102
356	-0.001973167687
357	-0.001969512851
358	-0.001962770349
359	-0.001960492437
360	-0.001957547537
361	-0.001918370148
362	-0.001913458868
363	-0.001905584223
364	-0.001903021081
365	-0.00189716247
366	-0.001894114185
367	-0.001886708175
368	-0.001882012088
369	-0.001875964034
370	-0.001872218804
371	-0.001865888713
372	-0.001860864341
373	-0.001859802104
374	-0.001849352411
375	-0.001844570105
376	-0.001837266017
377	-0.001833137745
378	-0.001829126173
379	-0.00182398156
380	-0.001817791567
381	-0.001813100003
382	-0.001810123575
383	-0.001806059001
384	-0.001803470815
385	-0.001799155522
386	-0.001793615408
387	-0.001790253179
388	-0.001786496685
389	-0.001780001224
390	-0.001778061511
391	-0.001776200778
392	-0.001769385779
393	-0.001764271891
394	-0.001760155665
395	-0.001757386738
396	-0.001752330415
397	-0.001749796661
398	-0.001748004221
399	-0.001746428504
400	-0.001741447721
401	-0.00173692241
402	-0.001733518163
403	-0.001731237738
404	-0.001728101137
405	-0.001724026453
406	-0.001694171429
407	-0.001689982326
408	-0.001682219077
409	-0.001678027628
410	-0.001674152983
411	-0.001672277344
412	-0.001667736222
413	-0.001666108578
414	-0.001661215578
415	-0.001657130579
416	-0.001649945783
417	-0.001620615883
418	-0.001617338953
419	-0.001614736328
420	-0.001610203315
421	-0.001606774153
422	-0.001602417089
423	-0.001599030065
424	-0.001596047171
425	-0.001593332384
426	-0.001589477006
427	-0.001583127295
428	-0.001581470033
429	-0.001578463994
430	-0.001576213631
431	-0.001570792422
432	-0.00156500937
433	-0.001559297542
434	-0.001555775984
435	-0.001552516766
436	-0.001549304249
437	-0.00154523749
438	-0.001543103222
439	-0.001541531827
440	-0.001537528449
441	-0.001535867965
442	-0.001533073449
443	-0.001529419712
444	-0.001527164223
445	-0.001524669052
446	-0.001519564392
447	-0.001515997207
448	-0.001511963028
449	-0.001508933188
450	-0.001504657328
451	-0.001501533863
452	-0.001490922816
453	-0.001488129548
454	-0.001483867133
455	-0.001480962385
456	-0.001477791634
457	-0.001474664271
458	-0.001473611866
459	-0.00146953206
460	-0.001466364347
461	-0.001462809244
462	-0.001460658068
463	-0.001458484878
464	-0.001456357412
465	-0.001453604258
466	-0.001450563436
467	-0.001448490066
468	-0.001447215812
469	-0.001445881424
470	-0.001443768496
471	-0.001440917921
472	-0.001438573089
473	-0.001435835614
474	-0.001433646276
475	-0.001431781894
476	-0.001429542134
477	-0.001428301745
478	-0.001423653097
479	-0.001422145414
480	-0.001413324668
481	-0.001411961893
482	-0.00140875182
483	-0.00140586923
484	-0.001403754592
485	-0.001401234767
486	-0.001397985542
487	-0.00139589846
488	-0.001393115892
489	-0.001388661164
490	-0.00138633177
491	-0.001382525898
492	-0.001379503923
493	-0.001377192561
494	-0.001375886626
495	-0.001373823169
496	-0.001371537232
497	-0.001369612734
498	-0.001366639514
499	-0.001363756982
500	-0.001361042911
501	-0.001358082278
502	-0.001355639301
503	-0.001350199507
504	-0.001347185908
505	-0.001344143508
506	-0.001338466132
507	-0.001335227432
508	-0.001330948355
509	-0.001328771776
510	-0.001326302799
511	-0.001323477874
512	-0.001321734075
513	-0.001319398804
514	-0.001318324445
515	-0.001316667293
516	-0.001314971739
517	-0.001311405278
518	-0.001309659203
519	-0.001307588491
520	-0.001284506825
521	-0.001283494738
522	-0.001281901455
523	-0.001279670961
524	-0.001278297546
525	-0.00127736036
526	-0.001273870808
527	-0.001272929567
528	-0.001270415603
529	-0.001268365415
530	-0.001266567259
531	-0.001264580008
532	-0.001262666328
533	-0.001261071543
534	-0.001258315339
535	-0.001254200364
536	-0.001251334418
537	-0.001248884529
538	-0.001247622457
539	-0.001244789957
540	-0.001242681139
541	-0.001241068344
542	-0.001235841177
543	-0.00123194994
544	-0.001230893633
545	-0.001228741089
546	-0.00122687754
547	-0.00122543661
548	-0.00122439044
549	-0.001222654996
550	-0.001220805936
551	-0.001218483113
552	-0.001215279885
553	-0.001214595576
554	-0.0012132465
555	-0.001211104978
556	-0.001208882446
557	-0.001206843166
558	-0.001204928224
559	-0.001203394796
560	-0.001202904626
561	-0.001200129491
562	-0.001195938843
563	-0.001194240945
564	-0.001192287887
565	-0.001190060277
566	-0.001188623695
567	-0.001185841042
568	-0.001183709356
569	-0.001180255833
570	-0.001178916943
571	-0.001175718697
572	-0.001174391814
573	-0.001166563824
574	-0.001165102553
575	-0.001162741353
576	-0.001161558518
577	-0.00115965524
578	-0.001157837038
579	-0.001155557859
580	-0.001152561441
581	-0.001150376993
582	-0.00114912928
583	-0.001147687508
584	-0.001146069012
585	-0.001144187184
586	-0.001141072403
587	-0.001139696617
588	-0.001136831233
589	-0.00113468119
590	-0.001132068681
591	-0.001130183419
592	-0.001129360671
593	-0.001128149269
594	-0.001126702945
595	-0.001124623881
596	-0.00112230506
597	-0.001120920683
598	-0.001120188051
599	-0.001119302542
600	-0.001118061061
601	-0.00111613947
602	-0.001111856574
603	-0.001107399967
604	-0.00110610427
605	-0.001104240906
606	-0.001102257069
607	-0.001100162493
608	-0.001098254626
609	-0.001096214844
610	-0.001094542282
611	-0.001092711291
612	-0.001091585448
613	-0.001089736417
614	-0.001088459763
615	-0.001077973189
616	-0.001076447175
617	-0.001074778909
618	-0.001073752111
619	-0.001071001587
620	-0.001070072188
621	-0.001067495887
622	-0.001066149772
623	-0.001064325894
624	-0.00106052108
625	-0.001059559136
626	-0.00105820388
627	-0.001056893208
628	-0.00105572839
629	-0.001052742404
630	-0.001050950721
631	-0.001049866325
632	-0.001048668609
633	-0.00104760907
634	-0.001046271411
635	-0.001042605262
636	-0.001039362819
637	-0.001037180267
638	-0.001034855985
639	-0.001034125747
640	-0.001032516093
641	-0.001031223616
642	-0.001029400573
643	-0.001027643241
644	-0.001026389194
645	-0.001024656338
646	-0.001023087631
647	-0.001021539196
648	-0.00102045305
649	-0.001018822666
650	-0.001017437905
651	-0.00101641168
652	-0.001015044198
653	-0.001013758649
654	-0.00101263881
655	-0.001011650012
656	-0.00101062623
657	-0.001009116929
658	-0.001007897833
659	-0.001006858252
660	-0.0009915306916
661	-0.0009891681887
662	-0.0009879305876
663	-0.0009865101562
664	-0.0009834192928
665	-0.0009825775305
666	-0.0009695089575
667	-0.0009689189111
668	-0.0009682529564
669	-0.0009667184191
670	-0.0009651893075
671	-0.0009639139445
672	-0.0009626348469
673	-0.0009616337635
674	-0.0009597291898
675	-0.0009585315592
676	-0.0009575606996
677	-0.0009547305822
678	-0.0009533302635
679	-0.0009520651358
680	-0.0009509215516
681	-0.0009490100484
682	-0.0009486028728
683	-0.0009471380084
684	-0.0009458582663
685	-0.0009439750263
686	-0.0009426874137
687	-0.0009417159017
688	-0.0009396080594
689	-0.000939029889
690	-0.000937764871
691	-0.0009365843575
692	-0.0009336708555
693	-0.0009327439827
694	-0.000931532859
695	-0.0009306903362
696	-0.0009300556958
697	-0.0009287996947
698	-0.0009275399898
699	-0.0009267415848
